holiday,temp,rain_1h,snow_1h,clouds_all,weather_main,weather_description,date_time,road_name,road_type,traffic_volume
,24.85,0.0,0.0,10,Clear,clear sky,04/15/2022 16:00,Cairo-Suez Road,Gateway,1962
,25.32,0.0,0.0,59,Clouds,scattered clouds,04/15/2022 17:00,Cairo-Suez Road,Gateway,2535
,25.61,0.0,0.0,75,Clouds,scattered clouds,04/15/2022 18:00,Cairo-Suez Road,Gateway,2812
,24.37,0.0,0.0,5,Clear,clear sky,04/15/2022 19:00,Cairo-Suez Road,Gateway,2756
,26.14,0.0,0.0,8,Clear,clear sky,04/15/2022 20:00,Cairo-Suez Road,Gateway,2248
,26.66,0.0,0.0,3,Clear,clear sky,04/15/2022 21:00,Cairo-Suez Road,Gateway,2074
,27.96,0.0,0.0,14,Clear,clear sky,04/15/2022 22:00,Cairo-Suez Road,Gateway,1891
,29.88,0.0,0.0,33,Clouds,scattered clouds,04/15/2022 23:00,Cairo-Suez Road,Gateway,1185
,29.2,0.0,0.0,42,Clouds,scattered clouds,04/16/2022 00:00,Cairo-Suez Road,Gateway,828
,23.67,0.0,0.0,4,Clear,clear sky,04/16/2022 01:00,Cairo-Suez Road,Gateway,634
,26.23,0.0,0.0,51,Clouds,scattered clouds,04/16/2022 02:00,Cairo-Suez Road,Gateway,530
,21.74,0.0,0.0,6,Clear,clear sky,04/16/2022 03:00,Cairo-Suez Road,Gateway,505
,19.6,0.0,0.0,0,Clear,clear sky,04/16/2022 04:00,Cairo-Suez Road,Gateway,542
,22.03,0.0,0.0,6,Clear,clear sky,04/16/2022 05:00,Cairo-Suez Road,Gateway,605
,16.68,0.0,0.0,34,Clouds,broken clouds,04/16/2022 06:00,Cairo-Suez Road,Gateway,946
,19.47,0.0,0.0,14,Clear,clear sky,04/16/2022 07:00,Cairo-Suez Road,Gateway,1562
,19.06,0.0,0.0,5,Clear,clear sky,04/16/2022 08:00,Cairo-Suez Road,Gateway,1651
,18.88,0.0,0.0,4,Clear,clear sky,04/16/2022 09:00,Cairo-Suez Road,Gateway,2014
,18.67,0.0,0.0,44,Clouds,scattered clouds,04/16/2022 10:00,Cairo-Suez Road,Gateway,2279
,17.98,0.0,0.0,61,Clouds,scattered clouds,04/16/2022 11:00,Cairo-Suez Road,Gateway,2226
,20.83,0.0,0.0,10,Clear,clear sky,04/16/2022 12:00,Cairo-Suez Road,Gateway,2209
,22.95,0.0,0.0,3,Clear,clear sky,04/16/2022 13:00,Cairo-Suez Road,Gateway,2602
,23.76,0.0,0.0,3,Clear,clear sky,04/16/2022 14:00,Cairo-Suez Road,Gateway,2066
,22.92,0.0,0.0,1,Clear,clear sky,04/16/2022 15:00,Cairo-Suez Road,Gateway,2354
,23.02,0.0,0.0,11,Clear,clear sky,04/16/2022 16:00,Cairo-Suez Road,Gateway,1775
,24.91,0.0,0.0,6,Clear,clear sky,04/16/2022 17:00,Cairo-Suez Road,Gateway,2490
,28.0,0.0,0.0,79,Clouds,broken clouds,04/16/2022 18:00,Cairo-Suez Road,Gateway,2694
,24.85,0.0,0.0,8,Clear,clear sky,04/16/2022 19:00,Cairo-Suez Road,Gateway,2203
,27.59,0.0,0.0,5,Clear,clear sky,04/16/2022 20:00,Cairo-Suez Road,Gateway,2478
,27.91,0.0,0.0,10,Clear,clear sky,04/16/2022 21:00,Cairo-Suez Road,Gateway,1892
,29.37,0.0,0.0,8,Clear,clear sky,04/16/2022 22:00,Cairo-Suez Road,Gateway,1640
,25.67,0.0,0.0,11,Clear,clear sky,04/16/2022 23:00,Cairo-Suez Road,Gateway,1231
,26.63,0.0,0.0,15,Dust,sand/dust whirls,04/17/2022 00:00,Cairo-Suez Road,Gateway,262
,25.79,0.0,0.0,79,Clouds,scattered clouds,04/17/2022 01:00,Cairo-Suez Road,Gateway,244
,23.6,0.0,0.0,14,Clear,clear sky,04/17/2022 02:00,Cairo-Suez Road,Gateway,195
,23.51,0.0,0.0,7,Clear,clear sky,04/17/2022 03:00,Cairo-Suez Road,Gateway,198
,20.93,0.0,0.0,11,Clear,clear sky,04/17/2022 04:00,Cairo-Suez Road,Gateway,265
,21.81,0.0,0.0,29,Haze,haze,04/17/2022 05:00,Cairo-Suez Road,Gateway,518
,21.81,0.0,0.0,14,Clear,clear sky,04/17/2022 06:00,Cairo-Suez Road,Gateway,1672
,16.47,0.0,0.0,9,Clear,clear sky,04/17/2022 07:00,Cairo-Suez Road,Gateway,2676
,18.53,0.0,0.0,6,Clear,clear sky,04/17/2022 08:00,Cairo-Suez Road,Gateway,2782
,19.98,0.0,0.0,26,Clouds,scattered clouds,04/17/2022 09:00,Cairo-Suez Road,Gateway,2485
,17.42,0.0,0.0,28,Clouds,few clouds,04/17/2022 10:00,Cairo-Suez Road,Gateway,1142
,17.33,0.0,0.0,14,Clear,clear sky,04/17/2022 11:00,Cairo-Suez Road,Gateway,1281
,21.89,0.0,0.0,20,Clouds,few clouds,04/17/2022 12:00,Cairo-Suez Road,Gateway,1393
,19.76,0.0,0.0,11,Clear,clear sky,04/17/2022 13:00,Cairo-Suez Road,Gateway,1488
,22.19,0.0,0.0,65,Clouds,scattered clouds,04/17/2022 14:00,Cairo-Suez Road,Gateway,1615
,21.6,0.0,0.0,1,Clear,clear sky,04/17/2022 15:00,Cairo-Suez Road,Gateway,1751
,25.09,0.0,0.0,45,Haze,haze,04/17/2022 16:00,Cairo-Suez Road,Gateway,1995
,27.84,0.0,0.0,7,Clear,clear sky,04/17/2022 17:00,Cairo-Suez Road,Gateway,2889
,29.38,0.0,0.0,2,Clear,clear sky,04/17/2022 18:00,Cairo-Suez Road,Gateway,3196
,26.69,0.0,0.0,12,Clear,clear sky,04/17/2022 19:00,Cairo-Suez Road,Gateway,2633
,26.3,0.0,0.0,41,Clouds,few clouds,04/17/2022 20:00,Cairo-Suez Road,Gateway,1814
,29.48,0.0,0.0,8,Clear,clear sky,04/17/2022 21:00,Cairo-Suez Road,Gateway,1683
,26.93,0.0,0.0,3,Clear,clear sky,04/17/2022 22:00,Cairo-Suez Road,Gateway,818
,28.23,0.0,0.0,71,Clouds,scattered clouds,04/17/2022 23:00,Cairo-Suez Road,Gateway,547
,29.89,0.6,0.0,89,Rain,light rain,04/18/2022 00:00,Cairo-Suez Road,Gateway,322
,27.79,0.0,0.0,65,Clouds,scattered clouds,04/18/2022 01:00,Cairo-Suez Road,Gateway,248
,23.67,0.0,0.0,44,Clouds,broken clouds,04/18/2022 02:00,Cairo-Suez Road,Gateway,206
,20.87,3.0,0.0,72,Rain,moderate rain,04/18/2022 03:00,Cairo-Suez Road,Gateway,174
,22.82,0.0,0.0,9,Clear,clear sky,04/18/2022 04:00,Cairo-Suez Road,Gateway,275
,19.26,0.0,0.0,13,Clear,clear sky,04/18/2022 05:00,Cairo-Suez Road,Gateway,690
,18.81,0.0,0.0,25,Clouds,broken clouds,04/18/2022 06:00,Cairo-Suez Road,Gateway,1526
,21.85,0.0,0.0,1,Clear,clear sky,04/18/2022 07:00,Cairo-Suez Road,Gateway,2324
,17.68,0.0,0.0,37,Clouds,scattered clouds,04/18/2022 08:00,Cairo-Suez Road,Gateway,2384
,16.56,0.0,0.0,11,Clear,clear sky,04/18/2022 09:00,Cairo-Suez Road,Gateway,2070
,15.86,0.0,0.0,8,Clear,clear sky,04/18/2022 10:00,Cairo-Suez Road,Gateway,1176
,20.66,0.0,0.0,75,Clouds,scattered clouds,04/18/2022 11:00,Cairo-Suez Road,Gateway,1273
,22.02,0.0,0.0,11,Clear,clear sky,04/18/2022 12:00,Cairo-Suez Road,Gateway,1352
,19.63,4.7,0.0,66,Rain,light rain,04/18/2022 13:00,Cairo-Suez Road,Gateway,1381
,22.34,0.0,0.0,46,Clouds,scattered clouds,04/18/2022 14:00,Cairo-Suez Road,Gateway,1628
,24.09,0.0,0.0,2,Clear,clear sky,04/18/2022 15:00,Cairo-Suez Road,Gateway,1639
,23.36,0.0,0.0,13,Clear,clear sky,04/18/2022 16:00,Cairo-Suez Road,Gateway,1608
,24.64,0.0,0.0,9,Clear,clear sky,04/18/2022 17:00,Cairo-Suez Road,Gateway,2724
,25.94,0.0,0.0,68,Clouds,few clouds,04/18/2022 18:00,Cairo-Suez Road,Gateway,2643
,26.87,0.0,0.0,8,Clear,clear sky,04/18/2022 19:00,Cairo-Suez Road,Gateway,2513
,29.63,0.0,0.0,62,Clouds,broken clouds,04/18/2022 20:00,Cairo-Suez Road,Gateway,1683
,29.33,0.0,0.0,9,Clear,clear sky,04/18/2022 21:00,Cairo-Suez Road,Gateway,1212
,27.62,0.0,0.0,6,Clear,clear sky,04/18/2022 22:00,Cairo-Suez Road,Gateway,772
,28.48,0.0,0.0,50,Clouds,scattered clouds,04/18/2022 23:00,Cairo-Suez Road,Gateway,569
,27.63,0.0,0.0,32,Dust,sand/dust whirls,04/19/2022 00:00,Cairo-Suez Road,Gateway,302
,24.63,0.0,0.0,9,Clear,clear sky,04/19/2022 01:00,Cairo-Suez Road,Gateway,242
,24.98,0.0,0.0,0,Clear,clear sky,04/19/2022 02:00,Cairo-Suez Road,Gateway,175
,24.25,0.0,0.0,35,Clouds,few clouds,04/19/2022 03:00,Cairo-Suez Road,Gateway,195
,24.77,4.2,0.0,65,Rain,light rain,04/19/2022 04:00,Cairo-Suez Road,Gateway,230
,22.89,0.0,0.0,14,Clear,clear sky,04/19/2022 05:00,Cairo-Suez Road,Gateway,703
,20.71,0.0,0.0,12,Clear,clear sky,04/19/2022 06:00,Cairo-Suez Road,Gateway,1513
,20.6,0.0,0.0,6,Clear,clear sky,04/19/2022 07:00,Cairo-Suez Road,Gateway,2197
,19.02,0.0,0.0,5,Clear,clear sky,04/19/2022 08:00,Cairo-Suez Road,Gateway,3281
,18.45,0.0,0.0,12,Clear,clear sky,04/19/2022 09:00,Cairo-Suez Road,Gateway,2234
,20.22,0.0,0.0,30,Clouds,scattered clouds,04/19/2022 10:00,Cairo-Suez Road,Gateway,1272
,21.57,0.0,0.0,64,Clouds,scattered clouds,04/19/2022 11:00,Cairo-Suez Road,Gateway,1238
,20.86,0.0,0.0,58,Clouds,scattered clouds,04/19/2022 12:00,Cairo-Suez Road,Gateway,1409
,20.23,0.0,0.0,9,Clear,clear sky,04/19/2022 13:00,Cairo-Suez Road,Gateway,1315
,22.26,0.0,0.0,5,Clear,clear sky,04/19/2022 14:00,Cairo-Suez Road,Gateway,1523
,26.0,0.0,0.0,10,Clear,clear sky,04/19/2022 15:00,Cairo-Suez Road,Gateway,1971
,23.22,0.0,0.0,41,Haze,haze,04/19/2022 16:00,Cairo-Suez Road,Gateway,2028
,25.58,0.0,0.0,53,Clouds,scattered clouds,04/19/2022 17:00,Cairo-Suez Road,Gateway,3021
,26.65,0.0,0.0,5,Clear,clear sky,04/19/2022 18:00,Cairo-Suez Road,Gateway,3144
,27.21,0.0,0.0,54,Clouds,scattered clouds,04/19/2022 19:00,Cairo-Suez Road,Gateway,2511
,29.67,0.0,0.0,5,Clear,clear sky,04/19/2022 20:00,Cairo-Suez Road,Gateway,1597
,26.41,0.0,0.0,12,Clear,clear sky,04/19/2022 21:00,Cairo-Suez Road,Gateway,1456
,27.62,0.0,0.0,74,Clouds,few clouds,04/19/2022 22:00,Cairo-Suez Road,Gateway,838
,26.49,0.0,0.0,4,Clear,clear sky,04/19/2022 23:00,Cairo-Suez Road,Gateway,518
,25.43,1.9,0.0,79,Rain,moderate rain,04/20/2022 00:00,Cairo-Suez Road,Gateway,296
,26.39,0.0,0.0,10,Clear,clear sky,04/20/2022 01:00,Cairo-Suez Road,Gateway,278
,25.71,0.0,0.0,4,Clear,clear sky,04/20/2022 02:00,Cairo-Suez Road,Gateway,205
,23.47,0.0,0.0,35,Clouds,scattered clouds,04/20/2022 03:00,Cairo-Suez Road,Gateway,195
,23.34,0.0,0.0,11,Clear,clear sky,04/20/2022 04:00,Cairo-Suez Road,Gateway,306
,20.48,0.0,0.0,55,Clouds,broken clouds,04/20/2022 05:00,Cairo-Suez Road,Gateway,707
,22.12,0.0,0.0,3,Clear,clear sky,04/20/2022 06:00,Cairo-Suez Road,Gateway,1712
,20.33,0.0,0.0,34,Clouds,scattered clouds,04/20/2022 07:00,Cairo-Suez Road,Gateway,2529
,16.99,0.0,0.0,29,Clouds,scattered clouds,04/20/2022 08:00,Cairo-Suez Road,Gateway,2938
,17.63,0.0,0.0,0,Clear,clear sky,04/20/2022 09:00,Cairo-Suez Road,Gateway,2133
,21.01,0.0,0.0,79,Clouds,few clouds,04/20/2022 10:00,Cairo-Suez Road,Gateway,1568
,16.34,0.0,0.0,10,Clear,clear sky,04/20/2022 11:00,Cairo-Suez Road,Gateway,1314
,20.12,0.0,0.0,78,Clouds,scattered clouds,04/20/2022 12:00,Cairo-Suez Road,Gateway,1417
,21.86,0.0,0.0,35,Haze,haze,04/20/2022 13:00,Cairo-Suez Road,Gateway,1399
,22.15,3.6,0.0,86,Rain,moderate rain,04/20/2022 14:00,Cairo-Suez Road,Gateway,1308
,21.69,0.0,0.0,1,Clear,clear sky,04/20/2022 15:00,Cairo-Suez Road,Gateway,1751
,27.13,0.0,0.0,10,Clear,clear sky,04/20/2022 16:00,Cairo-Suez Road,Gateway,2152
,27.36,0.0,0.0,9,Clear,clear sky,04/20/2022 17:00,Cairo-Suez Road,Gateway,2639
,27.55,0.0,0.0,47,Clouds,scattered clouds,04/20/2022 18:00,Cairo-Suez Road,Gateway,2503
,28.57,0.0,0.0,63,Clouds,scattered clouds,04/20/2022 19:00,Cairo-Suez Road,Gateway,2519
,27.16,0.0,0.0,51,Clouds,few clouds,04/20/2022 20:00,Cairo-Suez Road,Gateway,1784
,29.29,0.0,0.0,13,Clear,clear sky,04/20/2022 21:00,Cairo-Suez Road,Gateway,1313
,28.61,0.4,0.0,92,Rain,light rain,04/20/2022 22:00,Cairo-Suez Road,Gateway,690
,28.16,0.0,0.0,50,Clouds,scattered clouds,04/20/2022 23:00,Cairo-Suez Road,Gateway,494
,27.06,0.0,0.0,43,Clouds,few clouds,04/21/2022 00:00,Cairo-Suez Road,Gateway,365
,25.53,0.0,0.0,31,Haze,haze,04/21/2022 01:00,Cairo-Suez Road,Gateway,232
,26.37,0.0,0.0,4,Clear,clear sky,04/21/2022 02:00,Cairo-Suez Road,Gateway,170
,27.14,0.0,0.0,3,Clear,clear sky,04/21/2022 03:00,Cairo-Suez Road,Gateway,218
,23.12,0.0,0.0,0,Clear,clear sky,04/21/2022 04:00,Cairo-Suez Road,Gateway,292
,20.16,0.0,0.0,55,Clouds,scattered clouds,04/21/2022 05:00,Cairo-Suez Road,Gateway,729
,21.65,0.0,0.0,3,Clear,clear sky,04/21/2022 06:00,Cairo-Suez Road,Gateway,1569
,18.94,0.0,0.0,1,Clear,clear sky,04/21/2022 07:00,Cairo-Suez Road,Gateway,2458
,19.3,0.0,0.0,2,Clear,clear sky,04/21/2022 08:00,Cairo-Suez Road,Gateway,2614
,18.65,0.0,0.0,51,Clouds,scattered clouds,04/21/2022 09:00,Cairo-Suez Road,Gateway,1915
,18.64,0.0,0.0,79,Clouds,scattered clouds,04/21/2022 10:00,Cairo-Suez Road,Gateway,1488
,18.98,0.0,0.0,53,Clouds,few clouds,04/21/2022 11:00,Cairo-Suez Road,Gateway,1335
,19.69,0.0,0.0,5,Clear,clear sky,04/21/2022 12:00,Cairo-Suez Road,Gateway,1296
,20.62,0.0,0.0,6,Clear,clear sky,04/21/2022 13:00,Cairo-Suez Road,Gateway,1516
,27.03,0.0,0.0,56,Clouds,scattered clouds,04/21/2022 14:00,Cairo-Suez Road,Gateway,1302
,25.02,0.0,0.0,1,Clear,clear sky,04/21/2022 15:00,Cairo-Suez Road,Gateway,1860
,27.09,0.0,0.0,20,Clouds,few clouds,04/21/2022 16:00,Cairo-Suez Road,Gateway,2127
,26.65,0.0,0.0,39,Clouds,few clouds,04/21/2022 17:00,Cairo-Suez Road,Gateway,2825
,26.4,0.0,0.0,4,Clear,clear sky,04/21/2022 18:00,Cairo-Suez Road,Gateway,3336
,26.42,0.0,0.0,9,Clear,clear sky,04/21/2022 19:00,Cairo-Suez Road,Gateway,2695
,29.12,0.0,0.0,30,Clouds,scattered clouds,04/21/2022 20:00,Cairo-Suez Road,Gateway,1929
,29.28,0.0,0.0,51,Clouds,scattered clouds,04/21/2022 21:00,Cairo-Suez Road,Gateway,1247
,28.61,3.3,0.0,83,Rain,moderate rain,04/21/2022 22:00,Cairo-Suez Road,Gateway,626
,26.92,3.9,0.0,99,Rain,moderate rain,04/21/2022 23:00,Cairo-Suez Road,Gateway,541
,26.5,0.0,0.0,2,Clear,clear sky,04/22/2022 00:00,Cairo-Suez Road,Gateway,949
,27.88,0.0,0.0,20,Clouds,scattered clouds,04/22/2022 01:00,Cairo-Suez Road,Gateway,574
,23.35,0.0,0.0,73,Clouds,scattered clouds,04/22/2022 02:00,Cairo-Suez Road,Gateway,471
,26.33,0.0,0.0,64,Clouds,scattered clouds,04/22/2022 03:00,Cairo-Suez Road,Gateway,379
,23.38,4.8,0.0,89,Rain,moderate rain,04/22/2022 04:00,Cairo-Suez Road,Gateway,475
,21.26,0.0,0.0,14,Clear,clear sky,04/22/2022 05:00,Cairo-Suez Road,Gateway,708
,22.11,0.0,0.0,58,Clouds,scattered clouds,04/22/2022 06:00,Cairo-Suez Road,Gateway,1120
,19.23,0.0,0.0,56,Clouds,scattered clouds,04/22/2022 07:00,Cairo-Suez Road,Gateway,1414
,17.47,0.0,0.0,11,Clear,clear sky,04/22/2022 08:00,Cairo-Suez Road,Gateway,1578
,17.31,0.0,0.0,7,Clear,clear sky,04/22/2022 09:00,Cairo-Suez Road,Gateway,1721
,17.77,0.0,0.0,38,Clouds,broken clouds,04/22/2022 10:00,Cairo-Suez Road,Gateway,1991
,18.55,0.0,0.0,2,Clear,clear sky,04/22/2022 11:00,Cairo-Suez Road,Gateway,2117
,22.0,0.0,0.0,5,Clear,clear sky,04/22/2022 12:00,Cairo-Suez Road,Gateway,2381
,19.84,0.0,0.0,65,Clouds,broken clouds,04/22/2022 13:00,Cairo-Suez Road,Gateway,2155
,23.55,0.0,0.0,42,Haze,haze,04/22/2022 14:00,Cairo-Suez Road,Gateway,2003
,22.72,0.0,0.0,44,Haze,haze,04/22/2022 15:00,Cairo-Suez Road,Gateway,2060
,28.47,0.0,0.0,2,Clear,clear sky,04/22/2022 16:00,Cairo-Suez Road,Gateway,2386
,25.92,0.0,0.0,8,Clear,clear sky,04/22/2022 17:00,Cairo-Suez Road,Gateway,2389
,30.03,0.0,0.0,13,Clear,clear sky,04/22/2022 18:00,Cairo-Suez Road,Gateway,2573
,30.99,0.0,0.0,4,Clear,clear sky,04/22/2022 19:00,Cairo-Suez Road,Gateway,2337
,28.6,0.0,0.0,0,Clear,clear sky,04/22/2022 20:00,Cairo-Suez Road,Gateway,2368
,30.03,0.0,0.0,46,Clouds,scattered clouds,04/22/2022 21:00,Cairo-Suez Road,Gateway,1981
,30.58,0.0,0.0,3,Clear,clear sky,04/22/2022 22:00,Cairo-Suez Road,Gateway,1644
,27.8,0.0,0.0,6,Clear,clear sky,04/22/2022 23:00,Cairo-Suez Road,Gateway,1447
,27.36,0.0,0.0,30,Haze,haze,04/23/2022 00:00,Cairo-Suez Road,Gateway,770
,26.09,0.0,0.0,38,Clouds,few clouds,04/23/2022 01:00,Cairo-Suez Road,Gateway,625
,24.08,0.0,0.0,50,Clouds,scattered clouds,04/23/2022 02:00,Cairo-Suez Road,Gateway,435
,24.2,0.0,0.0,44,Clouds,few clouds,04/23/2022 03:00,Cairo-Suez Road,Gateway,369
,20.4,0.0,0.0,9,Clear,clear sky,04/23/2022 04:00,Cairo-Suez Road,Gateway,470
,23.33,0.0,0.0,70,Clouds,scattered clouds,04/23/2022 05:00,Cairo-Suez Road,Gateway,659
,19.55,0.0,0.0,13,Clear,clear sky,04/23/2022 06:00,Cairo-Suez Road,Gateway,1238
,21.29,0.0,0.0,12,Clear,clear sky,04/23/2022 07:00,Cairo-Suez Road,Gateway,1407
,19.34,0.0,0.0,11,Clear,clear sky,04/23/2022 08:00,Cairo-Suez Road,Gateway,1722
,21.65,0.0,0.0,14,Clear,clear sky,04/23/2022 09:00,Cairo-Suez Road,Gateway,1875
,15.15,0.0,0.0,4,Clear,clear sky,04/23/2022 10:00,Cairo-Suez Road,Gateway,2177
,19.28,0.0,0.0,9,Clear,clear sky,04/23/2022 11:00,Cairo-Suez Road,Gateway,2175
,21.38,0.0,0.0,34,Clouds,few clouds,04/23/2022 12:00,Cairo-Suez Road,Gateway,2356
,21.6,0.0,0.0,59,Clouds,broken clouds,04/23/2022 13:00,Cairo-Suez Road,Gateway,2303
,20.89,0.3,0.0,95,Rain,light rain,04/23/2022 14:00,Cairo-Suez Road,Gateway,1779
,23.89,0.0,0.0,56,Clouds,scattered clouds,04/23/2022 15:00,Cairo-Suez Road,Gateway,2130
,25.34,0.0,0.0,7,Clear,clear sky,04/23/2022 16:00,Cairo-Suez Road,Gateway,2566
,25.57,0.0,0.0,0,Clear,clear sky,04/23/2022 17:00,Cairo-Suez Road,Gateway,2166
,26.81,0.0,0.0,5,Clear,clear sky,04/23/2022 18:00,Cairo-Suez Road,Gateway,2719
,26.08,0.0,0.0,10,Clear,clear sky,04/23/2022 19:00,Cairo-Suez Road,Gateway,2467
,29.95,0.0,0.0,2,Clear,clear sky,04/23/2022 20:00,Cairo-Suez Road,Gateway,3065
,28.6,0.0,0.0,26,Clouds,scattered clouds,04/23/2022 21:00,Cairo-Suez Road,Gateway,2262
,28.84,0.0,0.0,5,Clear,clear sky,04/23/2022 22:00,Cairo-Suez Road,Gateway,1328
,28.28,0.0,0.0,9,Clear,clear sky,04/23/2022 23:00,Cairo-Suez Road,Gateway,1322
,26.04,0.0,0.0,10,Clear,clear sky,04/24/2022 00:00,Cairo-Suez Road,Gateway,300
,27.84,0.0,0.0,13,Clear,clear sky,04/24/2022 01:00,Cairo-Suez Road,Gateway,235
,22.73,0.0,0.0,12,Clear,clear sky,04/24/2022 02:00,Cairo-Suez Road,Gateway,185
,25.4,0.0,0.0,0,Clear,clear sky,04/24/2022 03:00,Cairo-Suez Road,Gateway,202
,22.54,0.0,0.0,23,Clouds,scattered clouds,04/24/2022 04:00,Cairo-Suez Road,Gateway,264
,23.02,0.0,0.0,63,Clouds,broken clouds,04/24/2022 05:00,Cairo-Suez Road,Gateway,633
,21.0,0.0,0.0,11,Clear,clear sky,04/24/2022 06:00,Cairo-Suez Road,Gateway,1553
,20.82,0.0,0.0,38,Clouds,scattered clouds,04/24/2022 07:00,Cairo-Suez Road,Gateway,2273
,20.27,0.0,0.0,11,Clear,clear sky,04/24/2022 08:00,Cairo-Suez Road,Gateway,2670
,21.78,5.5,0.0,60,Rain,light rain,04/24/2022 09:00,Cairo-Suez Road,Gateway,1669
,19.49,0.0,0.0,7,Clear,clear sky,04/24/2022 10:00,Cairo-Suez Road,Gateway,1408
,22.37,0.0,0.0,0,Clear,clear sky,04/24/2022 11:00,Cairo-Suez Road,Gateway,1331
,21.95,0.0,0.0,61,Clouds,few clouds,04/24/2022 12:00,Cairo-Suez Road,Gateway,1553
,21.63,0.0,0.0,62,Clouds,broken clouds,04/24/2022 13:00,Cairo-Suez Road,Gateway,1394
,24.26,0.0,0.0,7,Clear,clear sky,04/24/2022 14:00,Cairo-Suez Road,Gateway,1720
,25.32,0.0,0.0,14,Clear,clear sky,04/24/2022 15:00,Cairo-Suez Road,Gateway,1711
,26.14,0.0,0.0,14,Clear,clear sky,04/24/2022 16:00,Cairo-Suez Road,Gateway,2197
,27.59,0.0,0.0,12,Clear,clear sky,04/24/2022 17:00,Cairo-Suez Road,Gateway,2619
,23.84,0.0,0.0,65,Clouds,scattered clouds,04/24/2022 18:00,Cairo-Suez Road,Gateway,3157
,29.81,0.0,0.0,2,Clear,clear sky,04/24/2022 19:00,Cairo-Suez Road,Gateway,2860
,29.22,0.0,0.0,1,Clear,clear sky,04/24/2022 20:00,Cairo-Suez Road,Gateway,1800
,28.61,0.0,0.0,2,Clear,clear sky,04/24/2022 21:00,Cairo-Suez Road,Gateway,1203
,29.23,0.0,0.0,4,Clear,clear sky,04/24/2022 22:00,Cairo-Suez Road,Gateway,802
,29.89,0.0,0.0,67,Clouds,few clouds,04/24/2022 23:00,Cairo-Suez Road,Gateway,480
Sinai Liberation Day,29.52,0.0,0.0,10,Clear,clear sky,04/25/2022 00:00,Cairo-Suez Road,Gateway,507
Sinai Liberation Day,29.48,0.0,0.0,12,Clear,clear sky,04/25/2022 01:00,Cairo-Suez Road,Gateway,343
Sinai Liberation Day,29.23,0.0,0.0,3,Clear,clear sky,04/25/2022 02:00,Cairo-Suez Road,Gateway,250
Sinai Liberation Day,24.05,0.0,0.0,11,Clear,clear sky,04/25/2022 03:00,Cairo-Suez Road,Gateway,285
Sinai Liberation Day,23.46,0.0,0.0,10,Clear,clear sky,04/25/2022 04:00,Cairo-Suez Road,Gateway,373
Sinai Liberation Day,22.46,0.0,0.0,73,Clouds,few clouds,04/25/2022 05:00,Cairo-Suez Road,Gateway,912
Sinai Liberation Day,22.0,0.0,0.0,25,Clouds,scattered clouds,04/25/2022 06:00,Cairo-Suez Road,Gateway,1916
Sinai Liberation Day,20.22,0.0,0.0,33,Clouds,scattered clouds,04/25/2022 07:00,Cairo-Suez Road,Gateway,3991
Sinai Liberation Day,18.89,0.0,0.0,79,Clouds,scattered clouds,04/25/2022 08:00,Cairo-Suez Road,Gateway,3943
Sinai Liberation Day,21.61,0.0,0.0,67,Clouds,broken clouds,04/25/2022 09:00,Cairo-Suez Road,Gateway,2717
Sinai Liberation Day,19.76,2.1,0.0,78,Rain,light rain,04/25/2022 10:00,Cairo-Suez Road,Gateway,1308
Sinai Liberation Day,17.16,0.0,0.0,4,Clear,clear sky,04/25/2022 11:00,Cairo-Suez Road,Gateway,1739
Sinai Liberation Day,21.89,0.0,0.0,8,Clear,clear sky,04/25/2022 12:00,Cairo-Suez Road,Gateway,2040
Sinai Liberation Day,21.17,0.0,0.0,8,Clear,clear sky,04/25/2022 13:00,Cairo-Suez Road,Gateway,2173
Sinai Liberation Day,24.69,0.0,0.0,6,Clear,clear sky,04/25/2022 14:00,Cairo-Suez Road,Gateway,2396
Sinai Liberation Day,26.66,0.0,0.0,50,Clouds,scattered clouds,04/25/2022 15:00,Cairo-Suez Road,Gateway,2376
Sinai Liberation Day,26.66,0.0,0.0,27,Clouds,broken clouds,04/25/2022 16:00,Cairo-Suez Road,Gateway,2999
Sinai Liberation Day,26.0,0.0,0.0,37,Clouds,few clouds,04/25/2022 17:00,Cairo-Suez Road,Gateway,3468
Sinai Liberation Day,29.35,0.0,0.0,4,Clear,clear sky,04/25/2022 18:00,Cairo-Suez Road,Gateway,3820
Sinai Liberation Day,30.14,0.0,0.0,8,Clear,clear sky,04/25/2022 19:00,Cairo-Suez Road,Gateway,2919
Sinai Liberation Day,30.07,0.0,0.0,78,Clouds,scattered clouds,04/25/2022 20:00,Cairo-Suez Road,Gateway,2691
Sinai Liberation Day,26.48,0.0,0.0,20,Clouds,few clouds,04/25/2022 21:00,Cairo-Suez Road,Gateway,1898
Sinai Liberation Day,26.75,0.0,0.0,3,Clear,clear sky,04/25/2022 22:00,Cairo-Suez Road,Gateway,1246
Sinai Liberation Day,32.39,0.0,0.0,2,Clear,clear sky,04/25/2022 23:00,Cairo-Suez Road,Gateway,665
,26.43,0.0,0.0,9,Clear,clear sky,04/26/2022 00:00,Cairo-Suez Road,Gateway,356
,31.46,0.0,0.0,0,Clear,clear sky,04/26/2022 01:00,Cairo-Suez Road,Gateway,230
,27.47,0.0,0.0,10,Clear,clear sky,04/26/2022 02:00,Cairo-Suez Road,Gateway,209
